uuid	context_size	loss	moniker	nn	oaa	passes	sample_training	f1(training)	f1(testing)	f1(testing_oov)
bfbe7950-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	32	6	1	1.0	72.91	73.41	78.34
bfbddfd6-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	32	6	10	0.001	8.11	6.22	19.98
bfba9b32-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	32	6	1	1.0	75.28	76.59	82.47
bfbc6818-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	300	6	10	1.0	78.65	79.53	85.61
bfbb73fe-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	128	6	4	0.10000000000000001	70.57	72.29	78.74
bfbcc84e-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	128	6	1	0.10000000000000001	67.98	71.0	76.51
bfbdd8f6-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	32	6	4	0.10000000000000001	71.86	72.99	78.74
bfbe4048-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	10	1.0	60.76	56.69	62.26
bfbea07e-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	64	6	1	0.10000000000000001	9.23	8.2	27.05
bfbeae8e-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	64	6	4	0.10000000000000001	57.17	58.32	66.13
bfbe395e-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	10	0.01	30.07	28.58	36.92
bfbeaad8-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	64	6	4	0.01	0.0	0.0	17.33
bfbb7b6a-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	128	6	10	0.001	35.1	35.87	47.26
bfbc46f8-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	300	6	1	0.10000000000000001	58.04	61.2	68.8
bfbd49b8-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	64	6	1	0.10000000000000001	43.52	46.16	56.4
bfbc295c-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	128	6	4	0.10000000000000001	67.03	70.19	76.22
bfbc25d8-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	128	6	4	0.01	44.65	48.26	57.12
bfbb23b8-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	32	6	10	0.01	63.18	66.72	72.76
bfbd1100-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	300	6	10	0.10000000000000001	47.37	47.07	54.65
bfbe3cce-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	10	0.10000000000000001	45.56	43.73	51.43
bfbe2392-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	1	1.0	47.93	46.03	53.52
bfbb36e6-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	64	6	1	0.10000000000000001	67.16	69.91	75.64
bfbd1be6-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	32	6	1	0.01	0.12	0.12	17.14
bfbc1b10-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	128	6	1	0.10000000000000001	58.83	62.32	69.16
bfbd9c10-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	300	6	1	0.01	2.96	2.98	18.77
bfbd3f5e-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	32	6	10	1.0	82.16	81.37	85.59
bfbef2b8-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	300	6	1	0.01	1.89	1.53	16.14
bfbd025a-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	300	6	4	0.10000000000000001	44.92	44.89	52.73
bfbe9214-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	32	6	10	0.10000000000000001	72.47	73.0	78.66
bfbba1d0-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	300	6	4	0.10000000000000001	69.76	72.04	78.15
bfbe1c08-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	1	0.01	6.96	6.54	22.94
bfbee480-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	128	6	10	0.01	12.64	13.4	27.17
bfbcde1a-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	128	6	10	0.001	19.62	20.33	32.51
bfbc3456-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	128	6	10	0.01	55.83	60.12	66.97
bfbb8722-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	128	6	10	1.0	81.94	82.73	87.56
bfbf1298-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	300	6	10	0.10000000000000001	28.73	29.17	37.44
bfbdae58-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	300	6	4	0.10000000000000001	38.1	38.41	46.83
bfbc92ac-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	32	6	10	1.0	86.77	85.54	88.83
bfbec432-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	128	6	1	0.001	3.54	3.28	8.7
bfbd5462-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	64	6	4	0.01	3.52	2.7	18.9
bfbdfc64-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	64	6	4	0.001	0.6	0.47	13.95
bfbd744c-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	128	6	1	0.10000000000000001	50.3	53.71	62.97
bfbddc66-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	32	6	4	1.0	82.11	81.46	85.14
bfbc1750-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	128	6	1	0.01	2.87	2.54	19.16
bfbbb210-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	300	6	10	0.10000000000000001	71.14	73.14	79.15
bfbd267c-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	32	6	4	0.001	0.14	0.04	16.99
bfbec7ac-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	128	6	1	0.01	0.23	0.23	17.1
bfbd8310-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	128	6	4	0.10000000000000001	68.99	71.87	77.22
bfbf07e4-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	300	6	4	1.0	37.7	36.78	44.24
bfbce19e-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	128	6	10	0.01	61.49	65.35	72.46
bfbc00f8-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	64	6	4	1.0	76.33	77.38	83.14
bfbe0362-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	64	6	4	0.10000000000000001	68.73	70.69	76.38
bfbd29f6-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	32	6	4	0.01	36.49	39.76	51.76
bfbe9cc8-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	64	6	1	0.01	0.03	0.0	17.25
bfbe809e-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	32	6	4	0.01	7.58	7.1	22.95
bfbef9b6-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	300	6	1	1.0	28.88	30.25	38.59
bfbdbc72-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	300	6	10	0.10000000000000001	43.46	43.83	51.15
bfbeef02-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	300	6	1	0.001	2.57	3.29	9.64
bfbc5620-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	300	6	4	0.10000000000000001	66.02	68.79	75.49
bfbc79b6-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	32	6	4	0.001	0.21	0.11	16.65
bfbe7d1a-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	32	6	4	0.001	4.69	3.77	13.53
bfbb2b4c-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	32	6	10	1.0	83.77	84.06	88.81
bfbc6f0c-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	32	6	1	0.01	6.82	6.18	21.31
bfbcabde-2896-11e3-9993-90b11c09b194	2	hinge	vw_trainer	64	6	4	0.10000000000000001	72.73	74.86	80.09
bfbe2e5a-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	4	0.10000000000000001	40.51	39.8	48.06
bfbe4ebc-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	300	6	1	1.0	35.66	35.28	43.28
bfbe6438-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	300	6	10	0.01	20.37	18.72	27.15
bfbc3082-2896-11e3-9993-90b11c09b194	1	logistic	vw_trainer	128	6	10	0.001	3.08	3.03	20.93
bfbd77bc-2896-11e3-9993-90b11c09b194	2	logistic	vw_trainer	128	6	1	1.0	72.36	74.61	79.79
bfbe35c6-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	128	6	10	0.001	3.85	3.29	15.62
bfbe06d2-2896-11e3-9993-90b11c09b194	4	hinge	vw_trainer	64	6	4	1.0	79.83	80.23	84.07
bfbb3e70-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	64	6	4	0.001	15.22	14.73	35.27
bfbb1be8-2896-11e3-9993-90b11c09b194	1	hinge	vw_trainer	32	6	4	1.0	80.18	81.05	86.22
bfbe6ece-2896-11e3-9993-90b11c09b194	4	logistic	vw_trainer	32	6	1	0.001	5.16	4.93	7.59
